player_id,short_name,long_name,player_positions,overall,potential,age,club_name,league_name,nationality_name,value_eur,wage_eur,pace,shooting,passing,dribbling,defending,physic,goals_real,assists_real,minutes_played
34,Player_34,Player Full Name 34,LB,76,81,22,Barcelona,La Liga,Uruguay,76885766,313717,92,35,67,60,75,65,0,1,1582
35,Player_35,Player Full Name 35,CM,86,93,17,Barcelona,La Liga,Germany,429701047,1425742,81,64,74,85,50,73,1,4,3315
36,Player_36,Player Full Name 36,RB,83,84,29,Barcelona,La Liga,Argentina,288044455,2111234,83,91,68,72,64,66,2,0,3076
37,Player_37,Player Full Name 37,GK,82,84,36,Barcelona,La Liga,Portugal,180778020,959941,81,62,79,83,48,57,0,1,549
38,Player_38,Player Full Name 38,LB,86,88,23,Barcelona,La Liga,Brazil,266134628,1791206,68,62,71,67,55,63,0,5,585
39,Player_39,Player Full Name 39,ST,76,79,32,Barcelona,La Liga,Uruguay,102963315,398386,60,73,85,61,57,75,2,0,536
40,Player_40,Player Full Name 40,GK,75,77,33,Barcelona,La Liga,Argentina,92892709,655918,93,71,73,60,52,67,0,2,2145
41,Player_41,Player Full Name 41,ST,87,88,19,Barcelona,La Liga,Uruguay,294010195,1769106,95,86,79,70,74,67,5,1,1116
42,Player_42,Player Full Name 42,CB,84,91,34,Barcelona,La Liga,Brazil,304023090,1538918,69,83,77,63,67,74,0,2,1975
43,Player_43,Player Full Name 43,GK,87,87,28,Barcelona,La Liga,Germany,435656264,1406642,97,59,70,66,86,76,0,0,868
44,Player_44,Player Full Name 44,RW,72,74,34,Barcelona,La Liga,France,77830712,468251,65,81,62,81,59,63,1,4,2971
45,Player_45,Player Full Name 45,ST,95,99,19,Barcelona,La Liga,France,1222873724,8094054,57,76,90,75,61,90,3,0,2056
46,Player_46,Player Full Name 46,CB,79,86,23,Atletico Madrid,La Liga,France,128009521,941340,67,71,85,73,61,53,1,1,1230
47,Player_47,Player Full Name 47,CM,80,86,17,Atletico Madrid,La Liga,France,124456077,587576,99,42,69,87,62,68,0,5,188
48,Player_48,Player Full Name 48,GK,84,86,23,Atletico Madrid,La Liga,England,235475528,1744028,75,63,87,53,89,65,0,0,801
49,Player_49,Player Full Name 49,CM,76,82,21,Atletico Madrid,La Liga,Colombia,122419024,441365,68,65,70,77,50,75,0,4,649
50,Player_50,Player Full Name 50,LB,77,79,32,Atletico Madrid,La Liga,Uruguay,107421352,436265,66,79,69,85,69,83,0,5,3065
51,Player_51,Player Full Name 51,GK,92,96,36,Atletico Madrid,La Liga,Netherlands,596860701,3785351,68,63,70,70,76,64,2,1,1696
52,Player_52,Player Full Name 52,CDM,88,96,26,Atletico Madrid,La Liga,Germany,358509089,2208752,77,53,87,85,61,66,0,1,2212
53,Player_53,Player Full Name 53,CM,77,82,36,Atletico Madrid,La Liga,Argentina,86260124,605035,61,47,71,83,42,83,0,3,2972
54,Player_54,Player Full Name 54,CM,78,83,30,Atletico Madrid,La Liga,Spain,164398470,976509,61,78,58,71,79,71,0,2,1349
55,Player_55,Player Full Name 55,RW,82,90,26,Atletico Madrid,La Liga,Uruguay,258281796,1321207,83,61,56,69,82,96,3,2,1513
56,Player_56,Player Full Name 56,CB,82,91,35,Atletico Madrid,La Liga,Spain,226982956,1075475,79,68,67,65,59,86,0,0,1018
57,Player_57,Player Full Name 57,RB,83,84,30,Atletico Madrid,La Liga,Uruguay,232311912,1374335,94,59,68,99,56,73,0,0,1111
58,Player_58,Player Full Name 58,CB,86,89,36,Atletico Madrid,La Liga,Portugal,289269230,2173829,56,84,60,53,49,58,0,0,1697
59,Player_59,Player Full Name 59,ST,79,82,19,Atletico Madrid,La Liga,Colombia,177445909,1243668,44,67,77,90,77,59,4,0,2436
60,Player_60,Player Full Name 60,CM,90,91,35,Atletico Madrid,La Liga,Germany,646831519,4310795,60,71,68,62,67,66,0,2,2944
61,Player_61,Player Full Name 61,ST,83,85,34,Atletico Madrid,La Liga,Colombia,294001147,1122187,62,59,84,65,86,66,3,1,2694
62,Player_62,Player Full Name 62,GK,87,93,25,Atletico Madrid,La Liga,England,286728919,892123,69,67,64,79,76,77,1,0,1267
63,Player_63,Player Full Name 63,RB,82,90,36,Atletico Madrid,La Liga,England,220047222,1534389,82,55,57,89,49,71,0,1,1149
64,Player_64,Player Full Name 64,CB,94,94,17,Atletico Madrid,La Liga,Spain,1053094052,4511028,79,64,80,72,41,57,0,2,2354
65,Player_65,Player Full Name 65,LW,87,91,33,Atletico Madrid,La Liga,England,351678382,2719667,98,73,58,58,69,65,4,2,17
66,Player_66,Player Full Name 66,RB,83,85,19,Atletico Madrid,La Liga,France,201160447,1030589,70,78,61,71,62,79,0,1,540
67,Player_67,Player Full Name 67,LB,86,88,26,Atletico Madrid,La Liga,Portugal,247685839,898791,92,64,75,81,83,76,0,0,1433
68,Player_68,Player Full Name 68,CM,72,75,26,Atletico Madrid,La Liga,Netherlands,71705540,507503,76,91,92,64,46,82,1,4,452
69,Player_69,Player Full Name 69,RW,75,79,17,Sevilla,La Liga,Netherlands,67053270,233277,72,83,73,51,66,85,2,2,190
70,Player_70,Player Full Name 70,CM,77,85,30,Sevilla,La Liga,Brazil,105303337,360508,91,73,74,61,49,71,1,0,1682
71,Player_71,Player Full Name 71,GK,83,90,20,Sevilla,La Liga,Spain,289359236,1810771,78,73,75,63,56,75,0,1,1422
72,Player_72,Player Full Name 72,LB,80,85,19,Sevilla,La Liga,Netherlands,160587873,881028,79,58,96,69,49,79,0,3,3348
73,Player_73,Player Full Name 73,ST,76,78,28,Sevilla,La Liga,France,111620184,451427,72,81,62,87,62,40,3,1,1609
74,Player_74,Player Full Name 74,RB,76,81,25,Sevilla,La Liga,Germany,91487603,579402,74,46,94,57,88,63,1,0,2678
75,Player_75,Player Full Name 75,GK,77,83,31,Sevilla,La Liga,Portugal,80838584,246272,72,99,73,74,68,76,1,1,2827
76,Player_76,Player Full Name 76,CM,92,97,29,Sevilla,La Liga,Netherlands,687756038,4574343,81,65,89,74,59,73,0,5,1705
77,Player_77,Player Full Name 77,ST,80,83,25,Sevilla,La Liga,Netherlands,125303814,928769,77,75,67,71,52,67,5,1,3189
78,Player_78,Player Full Name 78,LB,81,86,35,Sevilla,La Liga,Portugal,166513747,1001201,48,78,71,71,85,54,0,4,3053
79,Player_79,Player Full Name 79,LW,88,92,28,Sevilla,La Liga,Colombia,427016462,1627265,99,53,50,53,71,75,3,1,1335
80,Player_80,Player Full Name 80,LW,79,81,36,Sevilla,La Liga,Portugal,133463726,1056359,51,70,61,79,49,79,1,4,1108
81,Player_81,Player Full Name 81,CB,80,87,34,Sevilla,La Liga,Uruguay,169834181,1293425,75,69,60,44,57,66,0,0,400
82,Player_82,Player Full Name 82,ST,79,85,33,Sevilla,La Liga,France,114340020,591211,60,78,67,75,60,58,6,0,1958
83,Player_83,Player Full Name 83,GK,84,91,19,Sevilla,La Liga,Spain,299716231,2196444,85,44,69,47,61,67,1,1,1124
84,Player_84,Player Full Name 84,CM,78,86,18,Sevilla,La Liga,Colombia,140129599,629001,83,95,87,66,56,56,2,3,791
85,Player_85,Player Full Name 85,RW,91,94,18,Sevilla,La Liga,Uruguay,581388658,1770610,89,75,66,68,88,61,4,3,3074
86,Player_86,Player Full Name 86,ST,76,76,31,Sevilla,La Liga,Colombia,110833746,465954,57,54,70,79,67,74,0,0,2354
87,Player_87,Player Full Name 87,LB,80,89,27,Sevilla,La Liga,Netherlands,176429172,905002,54,61,52,65,57,66,3,0,2355
88,Player_88,Player Full Name 88,CM,93,99,34,Sevilla,La Liga,Germany,814923710,5539846,79,72,67,77,68,69,0,5,752
89,Player_89,Player Full Name 89,GK,82,91,23,Sevilla,La Liga,Brazil,238463000,1427160,66,65,55,71,61,65,0,2,3157
90,Player_90,Player Full Name 90,CB,73,81,31,Sevilla,La Liga,Colombia,52890065,297528,84,94,72,89,38,78,1,0,292
91,Player_91,Player Full Name 91,CM,81,87,20,Sevilla,La Liga,Germany,164593473,755073,79,71,67,60,36,72,1,1,909
92,Player_92,Player Full Name 92,RW,86,93,28,Sevilla,La Liga,Uruguay,375507226,1511147,55,73,78,50,86,60,3,3,1657
93,Player_93,Player Full Name 93,LB,80,86,19,Sevilla,La Liga,England,124269248,740853,78,75,51,78,82,95,0,1,3110
94,Player_94,Player Full Name 94,CB,85,91,20,Sevilla,La Liga,Colombia,256547204,1535184,68,60,77,87,66,59,1,1,2052
95,Player_95,Player Full Name 95,RW,76,84,18,Sevilla,La Liga,Spain,120488518,737238,85,77,69,83,53,66,2,2,189
96,Player_96,Player Full Name 96,CB,92,96,24,Real Sociedad,La Liga,Brazil,502291622,3109607,80,68,77,87,75,61,1,1,388
97,Player_97,Player Full Name 97,CDM,82,85,34,Real Sociedad,La Liga,Colombia,218077732,1420441,44,80,71,41,73,66,0,1,2745
98,Player_98,Player Full Name 98,CDM,86,89,20,Real Sociedad,La Liga,France,362642758,1647081,85,80,78,56,66,69,2,2,2561
99,Player_99,Player Full Name 99,ST,82,86,23,Real Sociedad,La Liga,Germany,193353835,1116624,89,67,74,71,83,42,3,0,2071
100,Player_100,Player Full Name 100,CDM,81,84,25,Real Sociedad,La Liga,Brazil,202229424,1103902,83,37,69,68,59,70,1,2,2728
101,Player_101,Player Full Name 101,ST,74,74,25,Real Sociedad,La Liga,Argentina,56780237,232373,74,76,80,67,43,78,3,1,479
102,Player_102,Player Full Name 102,LB,77,84,34,Real Sociedad,La Liga,France,112953475,397978,68,68,65,77,68,72,0,1,2403
103,Player_103,Player Full Name 103,GK,71,77,25,Real Sociedad,La Liga,Spain,68087259,444697,85,85,52,56,72,63,2,2,3390
104,Player_104,Player Full Name 104,CDM,72,77,33,Real Sociedad,La Liga,Germany,77887184,409633,88,98,61,77,83,60,2,0,1555
105,Player_105,Player Full Name 105,RW,79,83,22,Real Sociedad,La Liga,Argentina,115906713,829381,81,99,89,86,81,68,3,5,1008
106,Player_106,Player Full Name 106,CB,88,96,19,Real Sociedad,La Liga,Brazil,511194472,3973799,68,70,73,57,71,66,0,0,3165
107,Player_107,Player Full Name 107,LW,78,81,22,Real Sociedad,La Liga,Colombia,138507086,729677,94,76,55,86,58,80,3,0,1218
108,Player_108,Player Full Name 108,ST,88,91,19,Real Sociedad,La Liga,Brazil,457615819,2200975,69,68,66,50,55,78,1,0,1783
109,Player_109,Player Full Name 109,CB,82,88,36,Real Sociedad,La Liga,Portugal,171825943,886564,54,53,67,67,72,67,0,1,522
110,Player_110,Player Full Name 110,ST,86,86,35,Real Sociedad,La Liga,England,328823915,1701204,71,70,60,80,38,61,1,1,2241
111,Player_111,Player Full Name 111,CB,78,81,35,Real Sociedad,La Liga,Uruguay,111122164,388858,64,86,76,61,57,60,0,0,2759
112,Player_112,Player Full Name 112,GK,85,89,18,Real Sociedad,La Liga,England,280524318,1655828,56,67,59,86,99,88,1,0,2032
113,Player_113,Player Full Name 113,GK,83,91,32,Real Sociedad,La Liga,Portugal,246332001,1031919,75,62,62,68,79,69,0,0,277
114,Player_114,Player Full Name 114,CM,82,85,24,Real Sociedad,La Liga,Portugal,186670730,1294277,61,64,53,50,50,52,0,2,2861
115,Player_115,Player Full Name 115,CB,77,79,33,Real Sociedad,La Liga,Spain,135766608,1034771,76,83,66,74,88,76,0,0,2186
116,Player_116,Player Full Name 116,LW,80,83,35,Real Sociedad,La Liga,Portugal,169908552,645650,60,49,90,76,41,43,1,2,2710
117,Player_117,Player Full Name 117,RB,73,75,33,Real Sociedad,La Liga,England,77265503,429899,60,63,69,45,51,41,0,0,3411
118,Player_118,Player Full Name 118,GK,91,93,31,Real Sociedad,La Liga,Uruguay,575870092,2409263,66,59,99,77,53,90,0,1,2398
119,Player_119,Player Full Name 119,CB,80,81,18,Real Sociedad,La Liga,Netherlands,202924491,1114239,69,47,77,52,74,67,2,1,2856
120,Player_120,Player Full Name 120,CB,80,89,21,Real Sociedad,La Liga,Portugal,185413110,1380584,79,90,71,81,48,85,0,1,2265
121,Player_121,Player Full Name 121,CM,69,78,17,Villarreal,La Liga,Brazil,52367976,210548,79,68,79,82,93,60,0,3,694
122,Player_122,Player Full Name 122,CM,77,80,26,Villarreal,La Liga,Germany,120897245,657277,40,65,84,76,50,64,0,2,2855
123,Player_123,Player Full Name 123,CM,82,90,21,Villarreal,La Liga,Spain,251951062,1429414,85,61,87,70,52,65,0,2,1939
124,Player_124,Player Full Name 124,CB,79,86,29,Villarreal,La Liga,Germany,101861156,405451,93,63,80,74,62,53,1,0,904
125,Player_125,Player Full Name 125,CB,69,74,22,Villarreal,La Liga,England,33168517,261170,79,66,69,70,53,65,0,0,1200
126,Player_126,Player Full Name 126,LW,84,84,23,Villarreal,La Liga,Germany,189416713,851890,61,51,50,42,99,61,0,4,1703
127,Player_127,Player Full Name 127,CM,72,76,18,Villarreal,La Liga,Argentina,58753118,304507,67,94,60,81,56,68,0,2,3146
128,Player_128,Player Full Name 128,GK,80,85,18,Villarreal,La Liga,Spain,206173897,1469030,81,77,89,77,75,61,0,1,3050
129,Player_129,Player Full Name 129,ST,77,84,29,Villarreal,La Liga,Spain,83300254,559117,76,99,69,63,70,70,4,2,976
130,Player_130,Player Full Name 130,CB,73,77,23,Villarreal,La Liga,Colombia,89268466,612864,72,75,87,94,75,64,0,0,1159
131,Player_131,Player Full Name 131,ST,80,83,24,Villarreal,La Liga,Germany,208357379,1461479,58,91,67,58,61,70,4,0,3083
132,Player_132,Player Full Name 132,CM,85,86,32,Villarreal,La Liga,Argentina,288342262,1286689,84,84,70,65,77,68,0,5,152
133,Player_133,Player Full Name 133,RW,81,83,33,Villarreal,La Liga,Netherlands,237792858,824893,99,48,47,65,65,63,4,2,2884
134,Player_134,Player Full Name 134,LB,82,83,29,Villarreal,La Liga,France,261197806,848323,67,52,77,70,59,54,1,2,568
135,Player_135,Player Full Name 135,CM,75,83,20,Villarreal,La Liga,Uruguay,65162006,385717,72,69,72,84,83,53,0,3,3299
136,Player_136,Player Full Name 136,CM,72,80,20,Villarreal,La Liga,Colombia,46530459,251554,70,77,59,72,67,65,1,4,3026
137,Player_137,Player Full Name 137,GK,70,79,24,Villarreal,La Liga,Germany,53966791,186094,73,92,53,60,89,64,1,5,2266
138,Player_138,Player Full Name 138,RW,85,94,25,Villarreal,La Liga,Portugal,375353164,2616919,67,66,76,64,77,82,3,4,1672
139,Player_139,Player Full Name 139,GK,80,85,19,Villarreal,La Liga,Netherlands,160696611,1167876,79,61,58,81,68,66,0,0,1293
140,Player_140,Player Full Name 140,CM,71,78,32,Villarreal,La Liga,England,44751974,232385,74,62,78,99,63,50,1,4,36
141,Player_141,Player Full Name 141,CM,82,87,30,Villarreal,La Liga,Brazil,229234400,733652,64,46,67,67,73,61,0,2,196
142,Player_142,Player Full Name 142,RB,75,75,19,Villarreal,La Liga,Germany,80674693,323165,74,67,62,51,40,66,0,1,2051
143,Player_143,Player Full Name 143,CDM,75,81,26,Villarreal,La Liga,France,94366587,742105,78,44,81,59,44,74,1,0,769
144,Player_144,Player Full Name 144,GK,83,86,18,Athletic Club,La Liga,Portugal,180413240,1108135,49,69,83,86,77,70,1,2,2275
145,Player_145,Player Full Name 145,CB,86,91,19,Athletic Club,La Liga,Portugal,313066198,1912120,67,81,71,58,70,75,0,1,3200
146,Player_146,Player Full Name 146,RW,89,91,27,Athletic Club,La Liga,Spain,390025200,1576161,69,76,53,78,64,53,4,1,2238
147,Player_147,Player Full Name 147,CB,81,89,22,Athletic Club,La Liga,England,179946170,1219895,67,77,87,64,54,67,1,2,980
148,Player_148,Player Full Name 148,GK,76,76,25,Athletic Club,La Liga,Portugal,95057800,462598,68,82,68,76,30,72,2,2,2735
149,Player_149,Player Full Name 149,LB,77,79,23,Athletic Club,La Liga,Colombia,116647413,428340,58,70,53,60,49,58,2,0,1192
150,Player_150,Player Full Name 150,CB,71,77,20,Athletic Club,La Liga,Colombia,67314881,530320,96,56,56,67,85,83,1,2,2861
151,Player_151,Player Full Name 151,CM,80,84,36,Athletic Club,La Liga,Uruguay,179811503,868000,65,68,66,75,82,78,1,1,1764
152,Player_152,Player Full Name 152,ST,79,86,30,Athletic Club,La Liga,Argentina,119645901,821075,59,69,60,54,69,76,5,1,364
153,Player_153,Player Full Name 153,ST,71,73,27,Athletic Club,La Liga,Spain,48143590,335978,75,74,78,70,62,67,3,0,1528
154,Player_154,Player Full Name 154,RW,80,87,21,Athletic Club,La Liga,France,150365256,599288,77,46,79,75,66,64,4,3,1126
155,Player_155,Player Full Name 155,CM,68,71,31,Athletic Club,La Liga,Germany,40426853,273888,86,56,76,81,71,67,1,4,73
156,Player_156,Player Full Name 156,GK,82,87,21,Athletic Club,La Liga,Netherlands,168902206,1000976,70,73,75,57,73,88,0,1,2965
157,Player_157,Player Full Name 157,CM,71,73,21,Athletic Club,La Liga,France,64112656,323218,85,84,51,77,67,81,3,1,2929
158,Player_158,Player Full Name 158,RW,78,82,27,Athletic Club,La Liga,Netherlands,101033105,579447,59,86,75,70,42,64,3,2,2725
159,Player_159,Player Full Name 159,RW,70,79,36,Athletic Club,La Liga,Portugal,49158121,294457,76,45,72,55,80,70,2,1,2627
160,Player_160,Player Full Name 160,ST,75,81,32,Athletic Club,La Liga,Portugal,73212498,557140,79,55,63,82,72,77,4,1,1145
161,Player_161,Player Full Name 161,CM,76,76,21,Athletic Club,La Liga,England,107929893,615510,69,45,65,55,65,56,2,2,518
162,Player_162,Player Full Name 162,RB,70,78,28,Athletic Club,La Liga,Argentina,51032637,399756,80,62,76,72,54,77,0,1,2095
163,Player_163,Player Full Name 163,GK,75,84,26,Athletic Club,La Liga,Germany,100594506,416544,67,85,57,70,70,60,1,0,2532
164,Player_164,Player Full Name 164,CB,87,93,30,Athletic Club,La Liga,France,352176804,1302039,75,81,64,63,42,60,0,0,530
165,Player_165,Player Full Name 165,CM,76,82,24,Athletic Club,La Liga,France,117749817,755670,72,49,65,57,68,63,1,5,2169
166,Player_166,Player Full Name 166,CM,78,82,33,Valencia,La Liga,Portugal,118521069,483144,85,83,88,69,79,80,0,3,3217
167,Player_167,Player Full Name 167,GK,58,62,27,Valencia,La Liga,France,11549214,74540,64,84,80,64,54,68,0,1,2312
168,Player_168,Player Full Name 168,CB,80,84,31,Valencia,La Liga,Portugal,132298765,741697,84,86,84,67,37,74,0,1,2551
169,Player_169,Player Full Name 169,LW,68,68,27,Valencia,La Liga,Brazil,31929920,167931,83,58,70,76,37,55,6,4,2729
170,Player_170,Player Full Name 170,CB,93,99,20,Valencia,La Liga,Germany,757900495,4325027,72,54,68,60,69,49,0,2,2388
171,Player_171,Player Full Name 171,CDM,88,93,26,Valencia,La Liga,France,318267590,1252751,60,72,69,65,49,79,0,1,1422
172,Player_172,Player Full Name 172,ST,72,73,22,Valencia,La Liga,Netherlands,60557304,229648,64,72,76,72,69,80,2,0,2923
173,Player_173,Player Full Name 173,CDM,84,93,33,Valencia,La Liga,Spain,271915769,1217941,63,42,72,79,78,47,0,1,422
174,Player_174,Player Full Name 174,CB,74,81,33,Valencia,La Liga,Argentina,88795986,545909,68,62,61,68,61,81,1,0,1874
175,Player_175,Player Full Name 175,CM,67,68,34,Valencia,La Liga,England,34596730,237733,72,43,89,60,84,60,1,2,2989
176,Player_176,Player Full Name 176,LB,80,85,19,Valencia,La Liga,Portugal,211935366,1253300,58,60,40,59,88,56,1,0,1071
177,Player_177,Player Full Name 177,LW,70,72,34,Valencia,La Liga,France,49925811,183540,92,66,71,60,66,72,4,5,3065
178,Player_178,Player Full Name 178,ST,75,80,32,Valencia,La Liga,Germany,109264734,672958,72,65,78,72,38,49,2,1,3159
179,Player_179,Player Full Name 179,CDM,69,77,20,Valencia,La Liga,Germany,42994126,240698,84,77,85,74,59,58,1,3,980
180,Player_180,Player Full Name 180,ST,78,81,32,Valencia,La Liga,Brazil,159504903,997462,64,84,68,86,63,56,2,2,2771
181,Player_181,Player Full Name 181,CDM,80,84,32,Valencia,La Liga,Germany,188844828,1390355,56,46,77,74,67,59,0,1,862
182,Player_182,Player Full Name 182,CB,74,81,23,Valencia,La Liga,France,84677203,650311,54,75,75,60,64,86,0,0,3250
183,Player_183,Player Full Name 183,RB,75,83,20,Valencia,La Liga,Argentina,68228249,356565,87,43,84,76,75,66,0,2,1168
184,Player_184,Player Full Name 184,CB,78,83,26,Valencia,La Liga,Uruguay,136507594,813726,65,66,74,64,63,50,0,1,2743
185,Player_185,Player Full Name 185,CB,95,95,32,Valencia,La Liga,Netherlands,867701858,3036999,90,59,89,48,67,69,0,1,792
186,Player_186,Player Full Name 186,CM,73,82,27,Valencia,La Liga,Uruguay,60010114,404154,62,71,69,85,50,40,1,4,766
187,Player_187,Player Full Name 187,CM,77,81,36,Valencia,La Liga,Uruguay,122815203,577892,53,91,64,77,89,67,0,4,2040
188,Player_188,Player Full Name 188,RB,64,72,21,Valencia,La Liga,Spain,31197569,98113,88,81,89,75,51,69,0,1,2987
189,Player_189,Player Full Name 189,CDM,83,83,27,Valencia,La Liga,France,252375009,1565372,91,71,69,55,64,92,0,1,2491
190,Player_190,Player Full Name 190,CB,76,85,29,Valencia,La Liga,Portugal,122860440,806188,85,77,78,66,80,61,0,2,644
191,Player_191,Player Full Name 191,CM,74,80,23,Real Betis,La Liga,Spain,96441136,657516,67,70,70,51,53,75,5,3,2052
192,Player_192,Player Full Name 192,CDM,80,80,32,Real Betis,La Liga,Uruguay,145460157,1156034,65,48,71,66,81,57,0,2,228
193,Player_193,Player Full Name 193,LW,75,79,23,Real Betis,La Liga,Germany,98649478,786943,78,86,56,60,70,63,5,0,1520
194,Player_194,Player Full Name 194,LB,77,82,28,Real Betis,La Liga,Portugal,142764640,477207,78,62,52,83,79,66,0,3,1026
195,Player_195,Player Full Name 195,CB,79,83,24,Real Betis,La Liga,Brazil,171098864,1079706,60,49,60,63,83,70,0,1,637
196,Player_196,Player Full Name 196,LB,66,67,36,Real Betis,La Liga,Brazil,34291463,133960,61,63,55,75,77,83,0,2,24
197,Player_197,Player Full Name 197,CB,76,78,21,Real Betis,La Liga,Germany,92381741,731469,61,42,72,72,67,51,0,2,1721
198,Player_198,Player Full Name 198,ST,70,75,26,Real Betis,La Liga,Uruguay,35775991,216606,83,45,65,61,83,64,3,1,2469
199,Player_199,Player Full Name 199,CB,73,81,20,Real Betis,La Liga,Germany,61668860,347542,50,48,69,69,65,66,2,1,1063
200,Player_200,Player Full Name 200,CB,82,84,28,Real Betis,La Liga,Uruguay,187388853,950502,74,35,67,70,74,67,0,0,2350
201,Player_201,Player Full Name 201,ST,69,69,33,Real Betis,La Liga,France,48209272,216404,66,99,40,81,70,79,1,1,1287
202,Player_202,Player Full Name 202,CM,79,85,24,Real Betis,La Liga,Colombia,132600193,418405,50,57,67,56,57,55,0,3,163
203,Player_203,Player Full Name 203,CB,78,81,33,Real Betis,La Liga,Brazil,146142978,1143299,92,58,65,87,50,58,0,2,1142
204,Player_204,Player Full Name 204,CM,70,78,30,Real Betis,La Liga,Spain,60599513,236619,82,94,78,38,46,71,0,4,1942
205,Player_205,Player Full Name 205,GK,78,79,28,Real Betis,La Liga,Uruguay,96914378,494519,91,85,68,55,66,53,1,0,1232
