player_id,short_name,long_name,player_positions,overall,potential,age,club_name,league_name,nationality_name,value_eur,wage_eur,pace,shooting,passing,dribbling,defending,physic,goals_real,assists_real,minutes_played
31,player_31,b99211b5f74b762f,CM,82,87,34,barcelona,la liga,portugal,255007237,937450,53,76,77,56,72,80,0,2,2768
32,player_32,b0cf2b73abbcc9b4,LW,87,89,36,barcelona,la liga,brazil,351915345,1845755,88,74,60,64,83,62,1,4,1568
33,player_33,b934f02bf29de100,RB,82,86,17,barcelona,la liga,colombia,201378905,1166185,83,76,91,92,99,80,0,2,3309
34,player_34,37bcb26869d36098,LB,76,81,22,barcelona,la liga,uruguay,76885766,313717,92,35,67,60,75,65,0,1,1582
35,player_35,f378266b495ed227,CM,86,93,17,barcelona,la liga,germany,351915345,1425742,81,64,74,85,50,73,1,4,3315
36,player_36,050b208bd2c9fd88,RB,83,84,29,barcelona,la liga,argentina,288044455,1955046,83,91,68,72,64,66,2,0,3076
37,player_37,df6cc8bd72eef9ec,GK,82,84,36,barcelona,la liga,portugal,180778020,959941,81,62,79,83,48,57,0,1,549
38,player_38,fa8bf7a582be3a12,LB,86,88,23,barcelona,la liga,brazil,266134628,1791206,68,62,71,67,55,63,0,5,585
39,player_39,413d3d023326686e,ST,76,79,32,barcelona,la liga,uruguay,102963315,398386,60,73,85,61,57,75,2,0,536
40,player_40,a7a8f44c96b2f811,GK,75,77,33,barcelona,la liga,argentina,92892709,655918,93,71,73,60,52,67,0,2,2145
41,player_41,b4ca1011857fe46e,ST,87,88,19,barcelona,la liga,uruguay,294010195,1769106,95,86,79,70,74,67,5,1,1116
42,player_42,d8d237db191148b8,CB,84,91,34,barcelona,la liga,brazil,304023090,1538918,69,83,77,63,67,74,0,2,1975
43,player_43,b47c376ac315af58,GK,87,87,28,barcelona,la liga,germany,351915345,1406642,97,59,70,66,86,76,0,0,868
44,player_44,fc013dd960e5a7e0,RW,72,74,34,barcelona,la liga,france,77830712,468251,65,81,62,81,59,63,1,4,2971
45,player_45,e66b9a39c3f2c05f,ST,95,99,19,barcelona,la liga,france,351915345,1955046,57,76,90,75,61,90,3,0,2056
46,player_46,8bba4c75545a0c51,CB,79,86,23,atletico madrid,la liga,france,128009521,941340,67,71,85,73,61,53,1,1,1230
47,player_47,f7a9872fad6dbc97,CM,80,86,17,atletico madrid,la liga,france,124456077,587576,99,42,69,87,62,68,0,5,188
48,player_48,c122e42ba1453a5b,GK,84,86,23,atletico madrid,la liga,england,235475528,1744028,75,63,87,53,89,65,0,0,801
49,player_49,a18849f3f431f2ac,CM,76,82,21,atletico madrid,la liga,colombia,122419024,441365,68,65,70,77,50,75,0,4,649
50,player_50,35955bcc68e44e15,LB,77,79,32,atletico madrid,la liga,uruguay,107421352,436265,66,79,69,85,69,83,0,5,3065
51,player_51,27a094a350a5ae91,GK,92,96,36,atletico madrid,la liga,netherlands,351915345,1955046,68,63,70,70,76,64,2,1,1696
52,player_52,02c6c26873984801,CDM,88,96,26,atletico madrid,la liga,germany,351915345,1955046,77,53,87,85,61,66,0,1,2212
53,player_53,ad169b6f887cd04a,CM,77,82,36,atletico madrid,la liga,argentina,86260124,605035,61,47,71,83,42,83,0,3,2972
54,player_54,377f9af8f9fd952f,CM,78,83,30,atletico madrid,la liga,spain,164398470,976509,61,78,58,71,79,71,0,2,1349
55,player_55,8738984457e3c9e2,RW,82,90,26,atletico madrid,la liga,uruguay,258281796,1321207,83,61,56,69,82,96,3,2,1513
56,player_56,b4f94c31adc47111,CB,82,91,35,atletico madrid,la liga,spain,226982956,1075475,79,68,67,65,59,86,0,0,1018
57,player_57,b814c0eec6531df6,RB,83,84,30,atletico madrid,la liga,uruguay,232311912,1374335,94,59,68,99,56,73,0,0,1111
58,player_58,1f769e31e82452c4,CB,86,89,36,atletico madrid,la liga,portugal,289269230,1955046,56,84,60,53,49,58,0,0,1697
59,player_59,8b9ac13968ad9e28,ST,79,82,19,atletico madrid,la liga,colombia,177445909,1243668,44,67,77,90,77,59,4,0,2436
60,player_60,a22af40090fb2e53,CM,90,91,35,atletico madrid,la liga,germany,351915345,1955046,60,71,68,62,67,66,0,2,2944
61,player_61,10311e1b3d54f337,ST,83,85,34,atletico madrid,la liga,colombia,294001147,1122187,62,59,84,65,86,66,3,1,2694
62,player_62,6bebefa0e0cfcfcc,GK,87,93,25,atletico madrid,la liga,england,286728919,892123,69,67,64,79,76,77,1,0,1267
63,player_63,6efb90355bb7668b,RB,82,90,36,atletico madrid,la liga,england,220047222,1534389,82,55,57,89,49,71,0,1,1149
64,player_64,3b9ea95aff7b4aaa,CB,94,94,17,atletico madrid,la liga,spain,351915345,1955046,79,64,80,72,41,57,0,2,2354
65,player_65,35075a2189c332ec,LW,87,91,33,atletico madrid,la liga,england,351678382,1955046,98,73,58,58,69,65,4,2,17
66,player_66,fe5cb820d8ee5703,RB,83,85,19,atletico madrid,la liga,france,201160447,1030589,70,78,61,71,62,79,0,1,540
67,player_67,91de99af2e3e53eb,LB,86,88,26,atletico madrid,la liga,portugal,247685839,898791,92,64,75,81,83,76,0,0,1433
68,player_68,d38286bd2475903b,CM,72,75,26,atletico madrid,la liga,netherlands,71705540,507503,76,91,92,64,46,82,1,4,452
69,player_69,8bc56bcdfeebc626,RW,75,79,17,sevilla,la liga,netherlands,67053270,233277,72,83,73,51,66,85,2,2,190
70,player_70,90285ec3e98137ed,CM,77,85,30,sevilla,la liga,brazil,105303337,360508,91,73,74,61,49,71,1,0,1682
71,player_71,d42016f1208de306,GK,83,90,20,sevilla,la liga,spain,289359236,1810771,78,73,75,63,56,75,0,1,1422
72,player_72,6d4acb8ce647daa8,LB,80,85,19,sevilla,la liga,netherlands,160587873,881028,79,58,96,69,49,79,0,3,3348
73,player_73,e0369ac2506c8e23,ST,76,78,28,sevilla,la liga,france,111620184,451427,72,81,62,87,62,40,3,1,1609
74,player_74,586d547adece0681,RB,76,81,25,sevilla,la liga,germany,91487603,579402,74,46,94,57,88,63,1,0,2678
75,player_75,785fcbab3c9c78d4,GK,77,83,31,sevilla,la liga,portugal,80838584,246272,72,99,73,74,68,76,1,1,2827
76,player_76,bbd9c4c016ef9deb,CM,92,97,29,sevilla,la liga,netherlands,351915345,1955046,81,65,89,74,59,73,0,5,1705
77,player_77,fe13c29d04b24bfc,ST,80,83,25,sevilla,la liga,netherlands,125303814,928769,77,75,67,71,52,67,5,1,3189
78,player_78,b28d6b17bd4c80fa,LB,81,86,35,sevilla,la liga,portugal,166513747,1001201,48,78,71,71,85,54,0,4,3053
79,player_79,4a2b49d35f8f2565,LW,88,92,28,sevilla,la liga,colombia,351915345,1627265,99,53,50,53,71,75,3,1,1335
80,player_80,ec1cb89513bb634a,LW,79,81,36,sevilla,la liga,portugal,133463726,1056359,51,70,61,79,49,79,1,4,1108
81,player_81,e19d909a188c8a5d,CB,80,87,34,sevilla,la liga,uruguay,169834181,1293425,75,69,60,44,57,66,0,0,400
82,player_82,8e411605644815c1,ST,79,85,33,sevilla,la liga,france,114340020,591211,60,78,67,75,60,58,6,0,1958
83,player_83,cd8bc0c2c6ebcd8d,GK,84,91,19,sevilla,la liga,spain,299716231,1955046,85,44,69,47,61,67,1,1,1124
84,player_84,676dab446c3d0ad0,CM,78,86,18,sevilla,la liga,colombia,140129599,629001,83,95,87,66,56,56,2,3,791
85,player_85,4cd18fe2a2d0e156,RW,91,94,18,sevilla,la liga,uruguay,351915345,1770610,89,75,66,68,88,61,4,3,3074
86,player_86,539ef3f954eb4841,ST,76,76,31,sevilla,la liga,colombia,110833746,465954,57,54,70,79,67,74,0,0,2354
87,player_87,db85a1dea7cde1cf,LB,80,89,27,sevilla,la liga,netherlands,176429172,905002,54,61,52,65,57,66,3,0,2355
88,player_88,c340e99de57d8131,CM,93,99,34,sevilla,la liga,germany,351915345,1955046,79,72,67,77,68,69,0,5,752
89,player_89,e61da2e53418f549,GK,82,91,23,sevilla,la liga,brazil,238463000,1427160,66,65,55,71,61,65,0,2,3157
90,player_90,150a7756105e0818,CB,73,81,31,sevilla,la liga,colombia,52890065,297528,84,94,72,89,38,78,1,0,292
91,player_91,49c8bdf95e537c68,CM,81,87,20,sevilla,la liga,germany,164593473,755073,79,71,67,60,36,72,1,1,909
92,player_92,1ee943a414fc203b,RW,86,93,28,sevilla,la liga,uruguay,351915345,1511147,55,73,78,50,86,60,3,3,1657
93,player_93,b2c2481c6901b410,LB,80,86,19,sevilla,la liga,england,124269248,740853,78,75,51,78,82,95,0,1,3110
94,player_94,15e5d83f8878825d,CB,85,91,20,sevilla,la liga,colombia,256547204,1535184,68,60,77,87,66,59,1,1,2052
95,player_95,d7303331fbaabbf2,RW,76,84,18,sevilla,la liga,spain,120488518,737238,85,77,69,83,53,66,2,2,189
96,player_96,67270158d5876cbb,CB,92,96,24,real sociedad,la liga,brazil,351915345,1955046,80,68,77,87,75,61,1,1,388
97,player_97,5695d52a83f59072,CDM,82,85,34,real sociedad,la liga,colombia,218077732,1420441,44,80,71,41,73,66,0,1,2745
98,player_98,ea5442c4bfe0b3e4,CDM,86,89,20,real sociedad,la liga,france,351915345,1647081,85,80,78,56,66,69,2,2,2561
99,player_99,390e9895c6e515ff,ST,82,86,23,real sociedad,la liga,germany,193353835,1116624,89,67,74,71,83,42,3,0,2071
100,player_100,a6e9f60435358286,CDM,81,84,25,real sociedad,la liga,brazil,202229424,1103902,83,37,69,68,59,70,1,2,2728
101,player_101,ab2944bbdbdc7d66,ST,74,74,25,real sociedad,la liga,argentina,56780237,232373,74,76,80,67,43,78,3,1,479
102,player_102,19b5346c63022595,LB,77,84,34,real sociedad,la liga,france,112953475,397978,68,68,65,77,68,72,0,1,2403
103,player_103,c529cfe48b9a2a3f,GK,71,77,25,real sociedad,la liga,spain,68087259,444697,85,85,52,56,72,63,2,2,3390
104,player_104,4ece2bee294e9f1a,CDM,72,77,33,real sociedad,la liga,germany,77887184,409633,88,98,61,77,83,60,2,0,1555
105,player_105,b449addec7af0380,RW,79,83,22,real sociedad,la liga,argentina,115906713,829381,81,99,89,86,81,68,3,5,1008
106,player_106,49df8a72d8519608,CB,88,96,19,real sociedad,la liga,brazil,351915345,1955046,68,70,73,57,71,66,0,0,3165
107,player_107,fbb61d9ffb56301b,LW,78,81,22,real sociedad,la liga,colombia,138507086,729677,94,76,55,86,58,80,3,0,1218
108,player_108,d1e4e4bf5fc6f60b,ST,88,91,19,real sociedad,la liga,brazil,351915345,1955046,69,68,66,50,55,78,1,0,1783
109,player_109,4b5d03dae261ad5d,CB,82,88,36,real sociedad,la liga,portugal,171825943,886564,54,53,67,67,72,67,0,1,522
110,player_110,bef0dcb42f955954,ST,86,86,35,real sociedad,la liga,england,328823915,1701204,71,70,60,80,38,61,1,1,2241
111,player_111,de6b670a27eb6886,CB,78,81,35,real sociedad,la liga,uruguay,111122164,388858,64,86,76,61,57,60,0,0,2759
112,player_112,4a08f7d28e9fa853,GK,85,89,18,real sociedad,la liga,england,280524318,1655828,56,67,59,86,99,88,1,0,2032
113,player_113,dea9dd4d6862ed34,GK,83,91,32,real sociedad,la liga,portugal,246332001,1031919,75,62,62,68,79,69,0,0,277
114,player_114,a18f211eea79a543,CM,82,85,24,real sociedad,la liga,portugal,186670730,1294277,61,64,53,50,50,52,0,2,2861
115,player_115,2623d35f11f54d8b,CB,77,79,33,real sociedad,la liga,spain,135766608,1034771,76,83,66,74,88,76,0,0,2186
116,player_116,e7c24b81b3b9441c,LW,80,83,35,real sociedad,la liga,portugal,169908552,645650,60,49,90,76,41,43,1,2,2710
117,player_117,621e521e0dc69ea0,RB,73,75,33,real sociedad,la liga,england,77265503,429899,60,63,69,45,51,41,0,0,3411
118,player_118,6a6b262fb752dd6b,GK,91,93,31,real sociedad,la liga,uruguay,351915345,1955046,66,59,99,77,53,90,0,1,2398
119,player_119,49b3dcc808c6dbb7,CB,80,81,18,real sociedad,la liga,netherlands,202924491,1114239,69,47,77,52,74,67,2,1,2856
120,player_120,f501750d6b744fc0,CB,80,89,21,real sociedad,la liga,portugal,185413110,1380584,79,90,71,81,48,85,0,1,2265
121,player_121,e1e75d0b67e450fa,CM,69,78,17,villarreal,la liga,brazil,52367976,210548,79,68,79,82,93,60,0,3,694
122,player_122,4c099903b62fa7eb,CM,77,80,26,villarreal,la liga,germany,120897245,657277,40,65,84,76,50,64,0,2,2855
123,player_123,851a71faa5e199cf,CM,82,90,21,villarreal,la liga,spain,251951062,1429414,85,61,87,70,52,65,0,2,1939
124,player_124,ee4d80e4040d419c,CB,79,86,29,villarreal,la liga,germany,101861156,405451,93,63,80,74,62,53,1,0,904
125,player_125,54cbc7fae2e519aa,CB,69,74,22,villarreal,la liga,england,33168517,261170,79,66,69,70,53,65,0,0,1200
126,player_126,5d1d1f9ac5ef77e4,LW,84,84,23,villarreal,la liga,germany,189416713,851890,61,51,50,42,99,61,0,4,1703
127,player_127,c2319c6d6fd51e57,CM,72,76,18,villarreal,la liga,argentina,58753118,304507,67,94,60,81,56,68,0,2,3146
128,player_128,8319abb5d344f2d2,GK,80,85,18,villarreal,la liga,spain,206173897,1469030,81,77,89,77,75,61,0,1,3050
129,player_129,cb0651332b164cd2,ST,77,84,29,villarreal,la liga,spain,83300254,559117,76,99,69,63,70,70,4,2,976
130,player_130,097ed5232550e497,CB,73,77,23,villarreal,la liga,colombia,89268466,612864,72,75,87,94,75,64,0,0,1159
131,player_131,fe40596f4804a461,ST,80,83,24,villarreal,la liga,germany,208357379,1461479,58,91,67,58,61,70,4,0,3083
132,player_132,0a359eefb01a873b,CM,85,86,32,villarreal,la liga,argentina,288342262,1286689,84,84,70,65,77,68,0,5,152
133,player_133,6a8d8ac2502d74df,RW,81,83,33,villarreal,la liga,netherlands,237792858,824893,99,48,47,65,65,63,4,2,2884
134,player_134,05b0daebbe2911dd,LB,82,83,29,villarreal,la liga,france,261197806,848323,67,52,77,70,59,54,1,2,568
135,player_135,25c2482d2e24a723,CM,75,83,20,villarreal,la liga,uruguay,65162006,385717,72,69,72,84,83,53,0,3,3299
136,player_136,f492b586a99bf54a,CM,72,80,20,villarreal,la liga,colombia,46530459,251554,70,77,59,72,67,65,1,4,3026
137,player_137,c796423d4f9f9772,GK,70,79,24,villarreal,la liga,germany,53966791,186094,73,92,53,60,89,64,1,5,2266
138,player_138,35d4ffca3a66aeb5,RW,85,94,25,villarreal,la liga,portugal,351915345,1955046,67,66,76,64,77,82,3,4,1672
139,player_139,c4d43bcc7b8ec7d8,GK,80,85,19,villarreal,la liga,netherlands,160696611,1167876,79,61,58,81,68,66,0,0,1293
140,player_140,8bdc490d621c6129,CM,71,78,32,villarreal,la liga,england,44751974,232385,74,62,78,99,63,50,1,4,36
141,player_141,a847a858f207c50f,CM,82,87,30,villarreal,la liga,brazil,229234400,733652,64,46,67,67,73,61,0,2,196
142,player_142,5bc15ed10a36c658,RB,75,75,19,villarreal,la liga,germany,80674693,323165,74,67,62,51,40,66,0,1,2051
143,player_143,66e40ce2fe963233,CDM,75,81,26,villarreal,la liga,france,94366587,742105,78,44,81,59,44,74,1,0,769
144,player_144,37e03e400add9d41,GK,83,86,18,athletic club,la liga,portugal,180413240,1108135,49,69,83,86,77,70,1,2,2275
145,player_145,1a9b3a06e2ef64f1,CB,86,91,19,athletic club,la liga,portugal,313066198,1912120,67,81,71,58,70,75,0,1,3200
146,player_146,c22dedfad3b1e520,RW,89,91,27,athletic club,la liga,spain,351915345,1576161,69,76,53,78,64,53,4,1,2238
147,player_147,51f8a302b6251908,CB,81,89,22,athletic club,la liga,england,179946170,1219895,67,77,87,64,54,67,1,2,980
148,player_148,6baabe78fcd7e0b2,GK,76,76,25,athletic club,la liga,portugal,95057800,462598,68,82,68,76,30,72,2,2,2735
149,player_149,ba01ba1c29486090,LB,77,79,23,athletic club,la liga,colombia,116647413,428340,58,70,53,60,49,58,2,0,1192
150,player_150,c29116c6b296e2fc,CB,71,77,20,athletic club,la liga,colombia,67314881,530320,96,56,56,67,85,83,1,2,2861
151,player_151,2b96b768e7a0dd33,CM,80,84,36,athletic club,la liga,uruguay,179811503,868000,65,68,66,75,82,78,1,1,1764
152,player_152,cdfb675ee9c3a050,ST,79,86,30,athletic club,la liga,argentina,119645901,821075,59,69,60,54,69,76,5,1,364
153,player_153,2db7eb36777b6faa,ST,71,73,27,athletic club,la liga,spain,48143590,335978,75,74,78,70,62,67,3,0,1528
154,player_154,17e8e3b4025d9318,RW,80,87,21,athletic club,la liga,france,150365256,599288,77,46,79,75,66,64,4,3,1126
155,player_155,3cadbb3ff4a40a8e,CM,68,71,31,athletic club,la liga,germany,40426853,273888,86,56,76,81,71,67,1,4,73
156,player_156,94789cccfc2b0841,GK,82,87,21,athletic club,la liga,netherlands,168902206,1000976,70,73,75,57,73,88,0,1,2965
157,player_157,5d45512e64d8c2c2,CM,71,73,21,athletic club,la liga,france,64112656,323218,85,84,51,77,67,81,3,1,2929
158,player_158,febd32b6b8e5dacb,RW,78,82,27,athletic club,la liga,netherlands,101033105,579447,59,86,75,70,42,64,3,2,2725
159,player_159,6df38f9ada4f1191,RW,70,79,36,athletic club,la liga,portugal,49158121,294457,76,45,72,55,80,70,2,1,2627
160,player_160,2deab5098cfb3db2,ST,75,81,32,athletic club,la liga,portugal,73212498,557140,79,55,63,82,72,77,4,1,1145
161,player_161,7201e086157923ce,CM,76,76,21,athletic club,la liga,england,107929893,615510,69,45,65,55,65,56,2,2,518
162,player_162,8854e4dd33e27b29,RB,70,78,28,athletic club,la liga,argentina,51032637,399756,80,62,76,72,54,77,0,1,2095
163,player_163,debbac12c7d9dd7d,GK,75,84,26,athletic club,la liga,germany,100594506,416544,67,85,57,70,70,60,1,0,2532
164,player_164,4d45de76d35fa592,CB,87,93,30,athletic club,la liga,france,351915345,1302039,75,81,64,63,42,60,0,0,530
165,player_165,607a28e3357abb03,CM,76,82,24,athletic club,la liga,france,117749817,755670,72,49,65,57,68,63,1,5,2169
166,player_166,8018ab5b1fb889c2,CM,78,82,33,valencia,la liga,portugal,118521069,483144,85,83,88,69,79,80,0,3,3217
167,player_167,97669c42df405446,GK,58,62,27,valencia,la liga,france,11549214,74540,64,84,80,64,54,68,0,1,2312
168,player_168,bafcbaee3af29e93,CB,80,84,31,valencia,la liga,portugal,132298765,741697,84,86,84,67,37,74,0,1,2551
169,player_169,2abe6d4a0e006ed3,LW,68,68,27,valencia,la liga,brazil,31929920,167931,83,58,70,76,37,55,6,4,2729
170,player_170,574ad454567c4579,CB,93,99,20,valencia,la liga,germany,351915345,1955046,72,54,68,60,69,49,0,2,2388
171,player_171,886e3b461d074c92,CDM,88,93,26,valencia,la liga,france,318267590,1252751,60,72,69,65,49,79,0,1,1422
172,player_172,3dd8ae25ea04e288,ST,72,73,22,valencia,la liga,netherlands,60557304,229648,64,72,76,72,69,80,2,0,2923
173,player_173,579c27d5146042ae,CDM,84,93,33,valencia,la liga,spain,271915769,1217941,63,42,72,79,78,47,0,1,422
174,player_174,785e86e37df0910b,CB,74,81,33,valencia,la liga,argentina,88795986,545909,68,62,61,68,61,81,1,0,1874
175,player_175,28dd96ea4e495f54,CM,67,68,34,valencia,la liga,england,34596730,237733,72,43,89,60,84,60,1,2,2989
176,player_176,18c77683865f2621,LB,80,85,19,valencia,la liga,portugal,211935366,1253300,58,60,40,59,88,56,1,0,1071
177,player_177,4be162470ed7420b,LW,70,72,34,valencia,la liga,france,49925811,183540,92,66,71,60,66,72,4,5,3065
178,player_178,22709d66ef9fbacd,ST,75,80,32,valencia,la liga,germany,109264734,672958,72,65,78,72,38,49,2,1,3159
179,player_179,1cbf954c54ee4c6a,CDM,69,77,20,valencia,la liga,germany,42994126,240698,84,77,85,74,59,58,1,3,980
180,player_180,b88a950ae9dcbe4a,ST,78,81,32,valencia,la liga,brazil,159504903,997462,64,84,68,86,63,56,2,2,2771
181,player_181,d4b9bd2e65a12c57,CDM,80,84,32,valencia,la liga,germany,188844828,1390355,56,46,77,74,67,59,0,1,862
182,player_182,0353251b376cc266,CB,74,81,23,valencia,la liga,france,84677203,650311,54,75,75,60,64,86,0,0,3250
183,player_183,025c066c5bff071c,RB,75,83,20,valencia,la liga,argentina,68228249,356565,87,43,84,76,75,66,0,2,1168
184,player_184,cc0c290823049ab5,CB,78,83,26,valencia,la liga,uruguay,136507594,813726,65,66,74,64,63,50,0,1,2743
185,player_185,450e1f6cfdfbbe62,CB,95,95,32,valencia,la liga,netherlands,351915345,1955046,90,59,89,48,67,69,0,1,792
186,player_186,f7766ae19256f754,CM,73,82,27,valencia,la liga,uruguay,60010114,404154,62,71,69,85,50,40,1,4,766
187,player_187,9e7f4109f52fc1c6,CM,77,81,36,valencia,la liga,uruguay,122815203,577892,53,91,64,77,89,67,0,4,2040
188,player_188,ca4043eb8278b37e,RB,64,72,21,valencia,la liga,spain,31197569,98113,88,81,89,75,51,69,0,1,2987
189,player_189,e9364d7f7e208b2a,CDM,83,83,27,valencia,la liga,france,252375009,1565372,91,71,69,55,64,92,0,1,2491
190,player_190,f186fb47d34ee3e4,CB,76,85,29,valencia,la liga,portugal,122860440,806188,85,77,78,66,80,61,0,2,644
191,player_191,3922457d48f4d8da,CM,74,80,23,real betis,la liga,spain,96441136,657516,67,70,70,51,53,75,5,3,2052
192,player_192,32b1b9fc19752b37,CDM,80,80,32,real betis,la liga,uruguay,145460157,1156034,65,48,71,66,81,57,0,2,228
193,player_193,c74d4873c3c84d7c,LW,75,79,23,real betis,la liga,germany,98649478,786943,78,86,56,60,70,63,5,0,1520
194,player_194,1bbf957c8f48dbb2,LB,77,82,28,real betis,la liga,portugal,142764640,477207,78,62,52,83,79,66,0,3,1026
195,player_195,f9c04219641d7574,CB,79,83,24,real betis,la liga,brazil,171098864,1079706,60,49,60,63,83,70,0,1,637
196,player_196,0b41f5d405ef6931,LB,66,67,36,real betis,la liga,brazil,34291463,133960,61,63,55,75,77,83,0,2,24
197,player_197,e9d1a73318f36bee,CB,76,78,21,real betis,la liga,germany,92381741,731469,61,42,72,72,67,51,0,2,1721
198,player_198,bf37edb541986d8b,ST,70,75,26,real betis,la liga,uruguay,35775991,216606,83,45,65,61,83,64,3,1,2469
199,player_199,d22966e90f82bb8b,CB,73,81,20,real betis,la liga,germany,61668860,347542,50,48,69,69,65,66,2,1,1063
200,player_200,e4b2b30ed5fdade2,CB,82,84,28,real betis,la liga,uruguay,187388853,950502,74,35,67,70,74,67,0,0,2350
201,player_201,b86c5cff6910baa4,ST,69,69,33,real betis,la liga,france,48209272,216404,66,99,40,81,70,79,1,1,1287
202,player_202,146817b95932d0c6,CM,79,85,24,real betis,la liga,colombia,132600193,418405,50,57,67,56,57,55,0,3,163
203,player_203,47f58b263f4254da,CB,78,81,33,real betis,la liga,brazil,146142978,1143299,92,58,65,87,50,58,0,2,1142
204,player_204,e11e1db3d69327ef,CM,70,78,30,real betis,la liga,spain,60599513,236619,82,94,78,38,46,71,0,4,1942
205,player_205,b17d17703115331f,GK,78,79,28,real betis,la liga,uruguay,96914378,494519,91,85,68,55,66,53,1,0,1232
206,player_206,82c51f9384ba9b24,LB,75,81,20,real betis,la liga,spain,105925145,714028,72,63,76,66,43,76,0,1,3403
207,player_207,e079f3bba7aac9ca,CDM,73,77,35,real betis,la liga,portugal,70782878,541302,85,79,67,97,78,95,1,2,2738
208,player_208,820c388d20eb7d49,CB,76,79,19,real betis,la liga,spain,98008913,561666,46,66,90,79,89,82,0,0,2477
209,player_209,409772d3589fd4bf,GK,77,80,34,real betis,la liga,portugal,104455731,750986,68,64,60,69,60,51,0,2,1448
210,player_210,2e9439ca68b0f663,RB,81,89,26,real betis,la liga,france,180328119,1104340,90,62,59,78,60,73,1,3,3184
